audio_id,speaker_id,label,original_label,attack_type,split,file_path,duration_seconds,sample_rate,channels,status
LA_T_1703395,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1703395.flac,3.369,16000,1,valid
LA_T_1736342,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1736342.flac,3.067,16000,1,valid
LA_T_1779188,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1779188.flac,2.47,16000,1,valid
LA_T_1786825,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1786825.flac,3.064,16000,1,valid
LA_T_1787246,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1787246.flac,2.81,16000,1,valid
LA_T_1905558,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1905558.flac,3.031,16000,1,valid
LA_T_2205687,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2205687.flac,3.194,16000,1,valid
LA_T_2220901,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2220901.flac,3.664,16000,1,valid
LA_T_2361751,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2361751.flac,2.3,16000,1,valid
LA_T_2373806,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2373806.flac,2.895,16000,1,valid
LA_T_2417641,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2417641.flac,2.727,16000,1,valid
LA_T_2520083,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2520083.flac,3.16,16000,1,valid
LA_T_2562689,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2562689.flac,4.562,16000,1,valid
LA_T_2564579,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2564579.flac,2.812,16000,1,valid
LA_T_2732709,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2732709.flac,3.83,16000,1,valid
LA_T_2759900,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2759900.flac,4.053,16000,1,valid
LA_T_2838981,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2838981.flac,4.223,16000,1,valid
LA_T_2873890,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2873890.flac,2.598,16000,1,valid
LA_T_2938316,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2938316.flac,2.391,16000,1,valid
LA_T_3131990,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3131990.flac,4.433,16000,1,valid
LA_T_3141223,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3141223.flac,3.71,16000,1,valid
LA_T_3167734,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3167734.flac,2.897,16000,1,valid
LA_T_3187715,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3187715.flac,2.384,16000,1,valid
LA_T_3215578,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3215578.flac,3.833,16000,1,valid
LA_T_3247389,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3247389.flac,2.688,16000,1,valid
LA_T_3346004,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3346004.flac,4.436,16000,1,valid
LA_T_3441957,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3441957.flac,3.282,16000,1,valid
LA_T_3561136,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3561136.flac,3.583,16000,1,valid
LA_T_3576775,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3576775.flac,3.152,16000,1,valid
LA_T_3580508,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3580508.flac,3.153,16000,1,valid
LA_T_3635733,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3635733.flac,2.936,16000,1,valid
LA_T_3636245,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3636245.flac,2.562,16000,1,valid
LA_T_3810183,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3810183.flac,2.769,16000,1,valid
LA_T_3849267,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3849267.flac,2.125,16000,1,valid
LA_T_3995089,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3995089.flac,3.367,16000,1,valid
LA_T_3999087,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3999087.flac,2.853,16000,1,valid
LA_T_3999267,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3999267.flac,2.683,16000,1,valid
LA_T_4053835,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4053835.flac,3.235,16000,1,valid
LA_T_4118798,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4118798.flac,3.627,16000,1,valid
LA_T_4155454,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4155454.flac,5.795,16000,1,valid
LA_T_4179989,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4179989.flac,2.856,16000,1,valid
LA_T_4197307,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4197307.flac,3.196,16000,1,valid
LA_T_4237787,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4237787.flac,2.899,16000,1,valid
LA_T_4239283,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4239283.flac,3.156,16000,1,valid
LA_T_4244329,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4244329.flac,4.52,16000,1,valid
LA_T_4339311,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4339311.flac,2.982,16000,1,valid
LA_T_4362109,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4362109.flac,3.751,16000,1,valid
LA_T_4428691,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4428691.flac,2.6,16000,1,valid
LA_T_4752788,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4752788.flac,4.098,16000,1,valid
LA_T_4756464,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4756464.flac,3.112,16000,1,valid
LA_T_4822766,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4822766.flac,3.155,16000,1,valid
LA_T_5096578,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5096578.flac,4.775,16000,1,valid
LA_T_5161420,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5161420.flac,3.625,16000,1,valid
LA_T_5191549,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5191549.flac,4.093,16000,1,valid
LA_T_5337549,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5337549.flac,2.514,16000,1,valid
LA_T_5387852,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5387852.flac,4.775,16000,1,valid
LA_T_5521272,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5521272.flac,3.201,16000,1,valid
LA_T_5761909,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5761909.flac,4.522,16000,1,valid
LA_T_5777819,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5777819.flac,4.557,16000,1,valid
LA_T_5785306,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5785306.flac,3.45,16000,1,valid
LA_T_5954195,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5954195.flac,4.35,16000,1,valid
LA_T_6058143,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6058143.flac,2.898,16000,1,valid
LA_T_6074694,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6074694.flac,4.772,16000,1,valid
LA_T_6105178,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6105178.flac,3.235,16000,1,valid
LA_T_6200206,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6200206.flac,3.364,16000,1,valid
LA_T_6214695,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6214695.flac,2.98,16000,1,valid
LA_T_6324553,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6324553.flac,3.837,16000,1,valid
LA_T_6335714,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6335714.flac,3.621,16000,1,valid
LA_T_6370865,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6370865.flac,3.704,16000,1,valid
LA_T_6405980,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6405980.flac,3.196,16000,1,valid
LA_T_6426017,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6426017.flac,4.518,16000,1,valid
LA_T_6492747,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6492747.flac,3.195,16000,1,valid
LA_T_6618587,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6618587.flac,3.792,16000,1,valid
LA_T_6630946,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6630946.flac,3.066,16000,1,valid
LA_T_6721654,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6721654.flac,4.047,16000,1,valid
LA_T_6736628,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6736628.flac,2.597,16000,1,valid
LA_T_6768659,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6768659.flac,2.766,16000,1,valid
LA_T_6960204,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6960204.flac,5.797,16000,1,valid
LA_T_7122854,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7122854.flac,3.493,16000,1,valid
LA_T_7123800,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7123800.flac,3.715,16000,1,valid
LA_T_7248140,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7248140.flac,3.321,16000,1,valid
LA_T_7288400,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7288400.flac,2.087,16000,1,valid
LA_T_7397041,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7397041.flac,2.554,16000,1,valid
LA_T_7677120,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7677120.flac,3.191,16000,1,valid
LA_T_7737943,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7737943.flac,2.343,16000,1,valid
LA_T_7744923,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7744923.flac,3.58,16000,1,valid
LA_T_8115679,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8115679.flac,4.735,16000,1,valid
LA_T_8145267,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8145267.flac,4.223,16000,1,valid
LA_T_8324598,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8324598.flac,4.18,16000,1,valid
LA_T_8449978,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8449978.flac,3.199,16000,1,valid
LA_T_8458654,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8458654.flac,3.786,16000,1,valid
LA_T_8507928,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8507928.flac,3.241,16000,1,valid
LA_T_8638376,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8638376.flac,2.941,16000,1,valid
LA_T_8682959,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8682959.flac,2.809,16000,1,valid
LA_T_9107429,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9107429.flac,3.193,16000,1,valid
LA_T_9152126,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9152126.flac,2.896,16000,1,valid
LA_T_9188299,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9188299.flac,4.731,16000,1,valid
LA_T_9258514,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9258514.flac,3.533,16000,1,valid
LA_T_9341221,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9341221.flac,3.409,16000,1,valid
LA_T_9431341,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9431341.flac,3.451,16000,1,valid
LA_T_9437384,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9437384.flac,4.599,16000,1,valid
LA_T_9456128,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9456128.flac,3.194,16000,1,valid
LA_T_9488159,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9488159.flac,4.474,16000,1,valid
LA_T_9515789,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9515789.flac,3.071,16000,1,valid
LA_T_9526930,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9526930.flac,3.79,16000,1,valid
LA_T_9534983,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9534983.flac,2.981,16000,1,valid
LA_T_9543922,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9543922.flac,3.108,16000,1,valid
LA_T_9596913,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9596913.flac,4.265,16000,1,valid
LA_T_9669914,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9669914.flac,3.323,16000,1,valid
LA_T_9701712,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9701712.flac,1.998,16000,1,valid
LA_T_9789409,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9789409.flac,3.409,16000,1,valid
LA_T_9803720,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9803720.flac,3.619,16000,1,valid
LA_T_9874922,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9874922.flac,3.066,16000,1,valid
LA_T_9897034,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9897034.flac,3.023,16000,1,valid
LA_T_9905136,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9905136.flac,3.027,16000,1,valid
LA_T_9907603,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9907603.flac,3.33,16000,1,valid
LA_T_9926593,LA_0079,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9926593.flac,2.808,16000,1,valid
LA_T_1078395,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1078395.flac,2.126,16000,1,valid
LA_T_1257508,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1257508.flac,3.067,16000,1,valid
LA_T_1290428,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1290428.flac,2.595,16000,1,valid
LA_T_1373249,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1373249.flac,3.452,16000,1,valid
LA_T_1411980,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1411980.flac,1.957,16000,1,valid
LA_T_1455233,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1455233.flac,3.061,16000,1,valid
LA_T_1470659,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1470659.flac,2.042,16000,1,valid
LA_T_1511191,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1511191.flac,2.768,16000,1,valid
LA_T_1618831,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1618831.flac,4.179,16000,1,valid
LA_T_1625761,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1625761.flac,3.196,16000,1,valid
LA_T_1651877,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1651877.flac,3.148,16000,1,valid
LA_T_1702062,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1702062.flac,1.835,16000,1,valid
LA_T_1735385,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1735385.flac,3.237,16000,1,valid
LA_T_1795259,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1795259.flac,2.43,16000,1,valid
LA_T_1820456,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1820456.flac,1.83,16000,1,valid
LA_T_1909202,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1909202.flac,2.721,16000,1,valid
LA_T_2091969,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2091969.flac,2.424,16000,1,valid
LA_T_2335057,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2335057.flac,2.513,16000,1,valid
LA_T_2386039,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2386039.flac,2.688,16000,1,valid
LA_T_2407353,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2407353.flac,2.386,16000,1,valid
LA_T_2486958,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2486958.flac,2.507,16000,1,valid
LA_T_2610237,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2610237.flac,2.94,16000,1,valid
LA_T_2698001,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2698001.flac,2.689,16000,1,valid
LA_T_2737588,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2737588.flac,2.6,16000,1,valid
LA_T_2777160,LA_0080,real,bonafide,none,train,dataset\raw\asvspoof2019_LA\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2777160.flac,3.113,16000,1,valid
